id,approvedName,bioType,proteinAnnotations.functions,reactome
ENSG00000196591,histone deacetylase 2,protein_coding,"['Responsible for the deacetylation of lysine residues on the N-terminal part of the core histones (H2A, H2B, H3 and H4). Histone deacetylation gives a tag for epigenetic repression and plays an important role in transcriptional regulation, cell cycle progression and developmental events. Histone deacetylases act via the formation of large multiprotein complexes. Forms transcriptional repressor complexes by associating with MAD, SIN3, YY1 and N-COR. Interacts in the late S-phase of DNA-replication with DNMT1 in the other transcriptional repressor complex composed of DNMT1, DMAP1, PCNA, CAF1. Deacetylates TSHZ3 and regulates its transcriptional repressor activity. Component of a RCOR/GFI/KDM1A/HDAC complex that suppresses, via histone deacetylase (HDAC) recruitment, a number of genes implicated in multilineage blood cell development. May be involved in the transcriptional repression of circadian target genes, such as PER1, mediated by CRY1 through histone deacetylation. Involved in MTA1-mediated transcriptional corepression of TFF1 and CDKN1A.']","['R-HSA-193670' 'R-HSA-2122947' 'R-HSA-2644606' 'R-HSA-2894862'
 'R-HSA-3214815' 'R-HSA-350054' 'R-HSA-427389' 'R-HSA-427413'
 'R-HSA-4551638' 'R-HSA-6804758' 'R-HSA-73762' 'R-HSA-8943724'
 'R-HSA-9022692' 'R-HSA-9022699' 'R-HSA-9615017' 'R-HSA-9619665'
 'R-HSA-9679191' 'R-HSA-983231']"
ENSG00000198336,myosin light chain 4,protein_coding,['Regulatory light chain of myosin. Does not bind calcium.'],['R-HSA-390522']
ENSG00000198695,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6,protein_coding,"['Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) which catalyzes electron transfer from NADH through the respiratory chain, using ubiquinone as an electron acceptor (PubMed:8644732, PubMed:14595656). Essential for the catalytic activity and assembly of complex I (PubMed:8644732, PubMed:14595656).']",['R-HSA-611105' 'R-HSA-6799198']
ENSG00000213619,NADH:ubiquinone oxidoreductase core subunit S3,protein_coding,"['Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) which catalyzes electron transfer from NADH through the respiratory chain, using ubiquinone as an electron acceptor (PubMed:14729820, PubMed:30140060). Essential for the catalytic activity and assembly of complex I (PubMed:14729820, PubMed:24028823, PubMed:30140060).']",['R-HSA-611105' 'R-HSA-6799198']
ENSG00000232810,tumor necrosis factor,protein_coding,"[""Cytokine that binds to TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. It is mainly secreted by macrophages and can induce cell death of certain tumor cell lines. It is potent pyrogen causing fever by direct action or by stimulation of interleukin-1 secretion and is implicated in the induction of cachexia, Under certain conditions it can stimulate cell proliferation and induce cell differentiation. Impairs regulatory T-cells (Treg) function in individuals with rheumatoid arthritis via FOXP3 dephosphorylation. Upregulates the expression of protein phosphatase 1 (PP1), which dephosphorylates the key 'Ser-418' residue of FOXP3, thereby inactivating FOXP3 and rendering Treg cells functionally defective (PubMed:23396208). Key mediator of cell death in the anticancer action of BCG-stimulated neutrophils in combination with DIABLO/SMAC mimetic in the RT4v6 bladder cancer cell line (PubMed:22517918, PubMed:16829952, PubMed:23396208). Induces insulin resistance in adipocytes via inhibition of insulin-induced IRS1 tyrosine phosphorylation and insulin-induced glucose uptake. Induces GKAP42 protein degradation in adipocytes which is partially responsible for TNF-induced insulin resistance (By similarity). Plays a role in angiogenesis by inducing VEGF production synergistically with IL1B and IL6 (PubMed:12794819).""
 'The TNF intracellular domain (ICD) form induces IL12 production in dendritic cells.']","['R-HSA-381340' 'R-HSA-5357786' 'R-HSA-5357905' 'R-HSA-5357956'
 'R-HSA-5626978' 'R-HSA-5668541' 'R-HSA-6783783' 'R-HSA-6785807'
 'R-HSA-75893']"
ENSG00000253729,"protein kinase, DNA-activated, catalytic subunit",protein_coding,"[""Serine/threonine-protein kinase that acts as a molecular sensor for DNA damage. Involved in DNA non-homologous end joining (NHEJ) required for double-strand break (DSB) repair and V(D)J recombination (PubMed:11955432, PubMed:12649176, PubMed:14734805). Must be bound to DNA to express its catalytic properties. Promotes processing of hairpin DNA structures in V(D)J recombination by activation of the hairpin endonuclease artemis (DCLRE1C) (PubMed:11955432). The assembly of the DNA-PK complex at DNA ends is also required for the NHEJ ligation step (PubMed:15574326, PubMed:11955432, PubMed:12649176, PubMed:14734805). Required to protect and align broken ends of DNA (PubMed:15574326, PubMed:11955432, PubMed:12649176, PubMed:14734805). May also act as a scaffold protein to aid the localization of DNA repair proteins to the site of damage (PubMed:15574326, PubMed:11955432, PubMed:12649176, PubMed:14734805). Found at the ends of chromosomes, suggesting a further role in the maintenance of telomeric stability and the prevention of chromosomal end fusion. Also involved in modulation of transcription (PubMed:15574326, PubMed:11955432, PubMed:12649176, PubMed:14734805). As part of the DNA-PK complex, involved in the early steps of ribosome assembly by promoting the processing of precursor rRNA into mature 18S rRNA in the small-subunit processome (PubMed:32103174). Binding to U3 small nucleolar RNA, recruits PRKDC and XRCC5/Ku86 to the small-subunit processome (PubMed:32103174). Recognizes the substrate consensus sequence [ST]-Q (PubMed:15574326, PubMed:11955432, PubMed:12649176, PubMed:14734805). Phosphorylates 'Ser-139' of histone variant H2AX, thereby regulating DNA damage response mechanism (PubMed:14627815, PubMed:16046194). Phosphorylates DCLRE1C, c-Abl/ABL1, histone H1, HSPCA, c-jun/JUN, p53/TP53, PARP1, POU2F1, DHX9, FH, SRF, XRCC1, XRCC1, XRCC4, XRCC5, XRCC6, WRN, MYC and RFA2 (PubMed:2507541, PubMed:2247066, PubMed:1597196, PubMed:8407951, PubMed:8464713, PubMed:9362500, PubMed:9139719, PubMed:10026262, PubMed:10467406, PubMed:12509254, PubMed:11889123, PubMed:14612514, PubMed:14704337, PubMed:16397295, PubMed:26237645, PubMed:28712728). Can phosphorylate C1D not only in the presence of linear DNA but also in the presence of supercoiled DNA (PubMed:9679063). Ability to phosphorylate p53/TP53 in the presence of supercoiled DNA is dependent on C1D (PubMed:9363941). Contributes to the determination of the circadian period length by antagonizing phosphorylation of CRY1 'Ser-588' and increasing CRY1 protein stability, most likely through an indirect mechanism (By similarity). Plays a role in the regulation of DNA virus-mediated innate immune response by assembling into the HDP-RNP complex, a complex that serves as a platform for IRF3 phosphorylation and subsequent innate immune response activation through the cGAS-STING pathway (PubMed:28712728).""]",['R-HSA-1834949' 'R-HSA-3270619' 'R-HSA-5693571' 'R-HSA-8866654']
ENSG00000257365,"farnesyltransferase, CAAX box, beta",protein_coding,['Essential subunit of the farnesyltransferase complex. Catalyzes the transfer of a farnesyl moiety from farnesyl diphosphate to a cysteine at the fourth position from the C-terminus of several proteins having the C-terminal sequence Cys-aliphatic-aliphatic-X.'],['R-HSA-2514859' 'R-HSA-9648002']
ENSG00000261456,tubulin beta 8 class VIII,protein_coding,"['Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity). TUBB8 has a key role in meiotic spindle assembly and oocyte maturation (PubMed:26789871).']","['R-HSA-1445148' 'R-HSA-190840' 'R-HSA-190861' 'R-HSA-2132295'
 'R-HSA-2467813' 'R-HSA-2500257' 'R-HSA-3371497' 'R-HSA-380320'
 'R-HSA-437239' 'R-HSA-5617833' 'R-HSA-5626467' 'R-HSA-5663220'
 'R-HSA-6807878' 'R-HSA-6811434' 'R-HSA-6811436' 'R-HSA-68877'
 'R-HSA-8852276' 'R-HSA-8955332' 'R-HSA-9609690' 'R-HSA-9609736'
 'R-HSA-9619483' 'R-HSA-9646399' 'R-HSA-9648025' 'R-HSA-9668328'
 'R-HSA-983189']"
ENSG00000277791,proteasome 20S subunit beta 3,protein_coding,"['Non-catalytic component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP-dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing proteins whose functions are no longer required. Associated with the PA200 or PA28, the 20S proteasome mediates ubiquitin-independent protein degradation. This type of proteolysis is required in several pathways including spermatogenesis (20S-PA200 complex) or generation of a subset of MHC class I-presented antigenic peptides (20S-PA28 complex).']","['R-HSA-1169091' 'R-HSA-1234176' 'R-HSA-1236974' 'R-HSA-1236978'
 'R-HSA-174084' 'R-HSA-174113' 'R-HSA-174154' 'R-HSA-174178'
 'R-HSA-174184' 'R-HSA-180534' 'R-HSA-180585' 'R-HSA-187577'
 'R-HSA-195253' 'R-HSA-202424' 'R-HSA-211733' 'R-HSA-2467813'
 'R-HSA-2871837' 'R-HSA-349425' 'R-HSA-350562' 'R-HSA-382556'
 'R-HSA-450408' 'R-HSA-4608870' 'R-HSA-4641257' 'R-HSA-4641258'
 'R-HSA-5358346' 'R-HSA-5362768' 'R-HSA-5607761' 'R-HSA-5607764'
 'R-HSA-5610780' 'R-HSA-5610783' 'R-HSA-5610785' 'R-HSA-5632684'
 'R-HSA-5658442' 'R-HSA-5668541' 'R-HSA-5676590' 'R-HSA-5678895'
 'R-HSA-5687128' 'R-HSA-5689603' 'R-HSA-5689880' 'R-HSA-68827'
 'R-HSA-68949' 'R-HSA-69017' 'R-HSA-69481' 'R-HSA-69601' 'R-HSA-75815'
 'R-HSA-8852276' 'R-HSA-8854050' 'R-HSA-8939236' 'R-HSA-8939902'
 'R-HSA-8941858' 'R-HSA-8948751' 'R-HSA-8951664' 'R-HSA-9010553'
 'R-HSA-9020702' 'R-HSA-9604323' 'R-HSA-983168']"
ENSG00000006432,mitogen-activated protein kinase kinase kinase 9,protein_coding,"['Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway. Plays an important role in the cascades of cellular responses evoked by changes in the environment. Once activated, acts as an upstream activator of the MKK/JNK signal transduction cascade through the phosphorylation of MAP2K4/MKK4 and MAP2K7/MKK7 which in turn activate the JNKs. The MKK/JNK signaling pathway regulates stress response via activator protein-1 (JUN) and GATA4 transcription factors. Plays also a role in mitochondrial death signaling pathway, including the release cytochrome c, leading to apoptosis.']",[]
ENSG00000010322,nischarin,protein_coding,"[""Acts either as the functional imidazoline-1 receptor (I1R) candidate or as a membrane-associated mediator of the I1R signaling. Binds numerous imidazoline ligands that induces initiation of cell-signaling cascades triggering to cell survival, growth and migration. Its activation by the agonist rilmenidine induces an increase in phosphorylation of mitogen-activated protein kinases MAPK1 and MAPK3 in rostral ventrolateral medulla (RVLM) neurons that exhibited rilmenidine-evoked hypotension (By similarity). Blocking its activation with efaroxan abolished rilmenidine-induced mitogen-activated protein kinase phosphorylation in RVLM neurons (By similarity). Acts as a modulator of Rac-regulated signal transduction pathways (By similarity). Suppresses Rac1-stimulated cell migration by interacting with PAK1 and inhibiting its kinase activity (By similarity). Also blocks Pak-independent Rac signaling by interacting with RAC1 and inhibiting Rac1-stimulated NF-kB response element and cyclin D1 promoter activation (By similarity). Inhibits also LIMK1 kinase activity by reducing LIMK1 'Tyr-508' phosphorylation (By similarity). Inhibits Rac-induced cell migration and invasion in breast and colon epithelial cells (By similarity). Inhibits lamellipodia formation, when overexpressed (By similarity). Plays a role in protection against apoptosis. Involved in association with IRS4 in the enhancement of insulin activation of MAPK1 and MAPK3. When overexpressed, induces a redistribution of cell surface ITGA5 integrin to intracellular endosomal structures.""]",[]
ENSG00000073756,prostaglandin-endoperoxide synthase 2,protein_coding,"['Dual cyclooxygenase and peroxidase in the biosynthesis pathway of prostanoids, a class of C20 oxylipins mainly derived from arachidonate, with a particular role in the inflammatory response (PubMed:7947975, PubMed:7592599, PubMed:9261177, PubMed:16373578, PubMed:22942274, PubMed:26859324, PubMed:27226593, PubMed:11939906, PubMed:19540099). The cyclooxygenase activity oxygenates arachidonate (AA, C20:4(n-6)) to the hydroperoxy endoperoxide prostaglandin G2 (PGG2), and the peroxidase activity reduces PGG2 to the hydroxy endoperoxide PGH2, the precursor of all 2-series prostaglandins and thromboxanes (PubMed:7947975, PubMed:7592599, PubMed:9261177, PubMed:16373578, PubMed:22942274, PubMed:26859324, PubMed:27226593). This complex transformation is initiated by abstraction of hydrogen at carbon 13 (with S-stereochemistry), followed by insertion of molecular O2 to form the endoperoxide bridge between carbon 9 and 11 that defines prostaglandins. The insertion of a second molecule of O2 (bis-oxygenase activity) yields a hydroperoxy group in PGG2 that is then reduced to PGH2 by two electrons (PubMed:7947975, PubMed:7592599, PubMed:9261177, PubMed:16373578, PubMed:22942274, PubMed:26859324, PubMed:27226593). Similarly catalyzes successive cyclooxygenation and peroxidation of dihomo-gamma-linoleate (DGLA, C20:3(n-6)) and eicosapentaenoate (EPA, C20:5(n-3)) to corresponding PGH1 and PGH3, the precursors of 1- and 3-series prostaglandins (PubMed:11939906, PubMed:19540099). In an alternative pathway of prostanoid biosynthesis, converts 2-arachidonoyl lysophopholipids to prostanoid lysophopholipids, which are then hydrolyzed by intracellular phospholipases to release free prostanoids (PubMed:27642067). Metabolizes 2-arachidonoyl glycerol yielding the glyceryl ester of PGH2, a process that can contribute to pain response (PubMed:22942274). Generates lipid mediators from n-3 and n-6 polyunsaturated fatty acids (PUFAs) via a lipoxygenase-type mechanism. Oxygenates PUFAs to hydroperoxy compounds and then reduces them to corresponding alcohols (PubMed:11034610, PubMed:11192938, PubMed:9048568, PubMed:9261177). Plays a role in the generation of resolution phase interaction products (resolvins) during both sterile and infectious inflammation (PubMed:12391014). Metabolizes docosahexaenoate (DHA, C22:6(n-3)) to 17R-HDHA, a precursor of the D-series resolvins (RvDs) (PubMed:12391014). As a component of the biosynthetic pathway of E-series resolvins (RvEs), converts eicosapentaenoate (EPA, C20:5(n-3)) primarily to 18S-HEPE that is further metabolized by ALOX5 and LTA4H to generate 18S-RvE1 and 18S-RvE2 (PubMed:21206090). In vascular endothelial cells, converts docosapentaenoate (DPA, C22:5(n-3)) to 13R-HDPA, a precursor for 13-series resolvins (RvTs) shown to activate macrophage phagocytosis during bacterial infection (PubMed:26236990). In activated leukocytes, contributes to oxygenation of hydroxyeicosatetraenoates (HETE) to diHETES (5,15-diHETE and 5,11-diHETE) (PubMed:22068350, PubMed:26282205). During neuroinflammation, plays a role in neuronal secretion of specialized preresolving mediators (SPMs) 15R-lipoxin A4 that regulates phagocytic microglia (By similarity).']","['R-HSA-197264' 'R-HSA-2142770' 'R-HSA-2162123' 'R-HSA-6783783'
 'R-HSA-6785807' 'R-HSA-9018677' 'R-HSA-9018679' 'R-HSA-9025094'
 'R-HSA-9027604']"
